GameID,Name,Platform,Year,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Avg_Playtime_Hours,Price_USD,ESRB_Rating,Multiplayer,Sales_Category,Score_Gap,Decade
G0203,Lost Rivals 1,Mobile,2013,Racing,Epic Games,3.48,94,8.6,28,19.99,E10+,No,Medium (1-5M),0.8,2010
G0204,Neon Empire,PC,2023,Action,Sega,1.16,73,5.8,41,19.99,T,Yes,Medium (1-5M),1.5,2020
G0205,Lost Chronicles,PC,2022,Action,Nintendo,3.89,64,6.4,62,39.99,E10+,No,Medium (1-5M),0.0,2020
G0206,Pixel Legacy 1,PC,2020,RPG,Electronic Arts,3.84,64,7.0,24,39.99,T,No,Medium (1-5M),-0.6,2020
G0207,Cyber Chronicles 3,PC,2012,Action,Square Enix,0.65,54,5.3,35,39.99,E10+,No,Low (<1M),0.1,2010
G0208,Pixel Warriors,Nintendo Switch,2019,Puzzle,Capcom,1.95,75,8.5,45,14.99,E10+,No,Medium (1-5M),-1.0,2010
G0209,Super Rivals,PC,2023,RPG,Square Enix,4.73,74,6.9,15,59.99,T,No,Medium (1-5M),0.5,2020
G0210,Lost Arena 3,Xbox,2021,RPG,Ubisoft,3.56,70,7.8,41,39.99,M,No,Medium (1-5M),-0.8,2020
G0211,Final Rivals,Xbox,2023,Simulation,Activision,1.52,72,7.5,21,49.99,E10+,No,Medium (1-5M),-0.3,2020
G0212,Rising Fury,PC,2016,Simulation,Microsoft,2.64,87,8.5,13,59.99,T,Yes,Medium (1-5M),0.2,2010
G0213,Battle Age,PlayStation,2023,RPG,Capcom,0.84,65,4.7,55,39.99,T,No,Low (<1M),1.8,2020
G0214,Cyber Dawn,PC,2016,RPG,Take-Two,1.64,68,6.5,21,49.99,E10+,Yes,Medium (1-5M),0.3,2010
G0215,Shadow Strike,PC,2017,RPG,Sony Interactive,18.21,75,8.4,102,14.99,E,No,Blockbuster (15M+),-0.9,2010
G0216,Iron Rivals,Mobile,2014,Adventure,Epic Games,0.48,56,4.6,17,39.99,E,No,Low (<1M),1.0,2010
G0217,Shadow Strike 1,PlayStation,2014,RPG,Take-Two,6.2,73,6.3,26,39.99,E,Yes,High (5-15M),1.0,2010
G0218,Rising Force 3,Nintendo Switch,2016,Puzzle,Sony Interactive,45.0,52,4.5,15,59.99,E10+,No,Blockbuster (15M+),0.7,2010
G0219,Dark Tactics,PC,2016,Racing,Valve,7.34,67,5.4,27,39.99,M,Yes,High (5-15M),1.3,2010
G0220,Battle Strike,PC,2024,Simulation,Electronic Arts,1.56,86,9.2,15,39.99,T,Yes,Medium (1-5M),-0.6,2020
G0221,Ancient Legacy,Xbox,2017,Simulation,Activision,4.41,61,4.4,54,39.99,E,No,Medium (1-5M),1.7,2010
G0222,Ancient Arena,PC,2019,Shooter,Nintendo,2.67,73,6.3,25,49.99,T,Yes,Medium (1-5M),1.0,2010
G0223,Storm Rivals,PlayStation,2025,Sports,Square Enix,45.0,60,5.5,39,49.99,M,No,Blockbuster (15M+),0.5,2020
G0224,Lost Dawn,Xbox,2015,Sports,Take-Two,11.97,71,6.7,49,39.99,T,No,High (5-15M),0.4,2010
G0225,Dragon Dawn,PlayStation,2024,Action,Microsoft,17.68,87,8.1,14,29.99,M,Yes,Blockbuster (15M+),0.6,2020
G0226,Ultra Worlds,Mobile,2014,Adventure,Activision,2.9,69,6.1,28,9.99,M,No,Medium (1-5M),0.8,2010
G0227,Mega Raid 3,Nintendo Switch,2014,Simulation,Ubisoft,2.6,63,5.2,48,49.99,E,Yes,Medium (1-5M),1.1,2010
G0228,Rising Souls,Xbox,2024,Shooter,Bandai Namco,2.26,78,7.1,38,39.99,E,No,Medium (1-5M),0.7,2020
G0229,Epic Age,PC,2013,Racing,Take-Two,0.63,64,5.7,15,9.99,T,No,Low (<1M),0.7,2010
G0230,Lost Force,PC,2024,Shooter,Sony Interactive,3.49,57,4.8,36,49.99,M,No,Medium (1-5M),0.9,2020
G0231,Final Legacy 2,PlayStation,2015,Simulation,Ubisoft,10.08,62,6.3,34,39.99,T,Yes,High (5-15M),-0.1,2010
G0232,Dragon Souls,PC,2018,Strategy,Ubisoft,5.28,62,5.4,24,19.99,T,Yes,High (5-15M),0.8,2010
G0233,Dragon Rivals,PC,2016,Simulation,Valve,1.42,87,8.2,14,19.99,M,Yes,Medium (1-5M),0.5,2010
G0234,Shadow Chronicles 3,Nintendo Switch,2024,Strategy,Activision,2.98,83,7.9,98,29.99,T,No,Medium (1-5M),0.4,2020
G0235,Final Force,PC,2016,Action,Epic Games,5.86,74,6.3,51,14.99,M,No,High (5-15M),1.1,2010
G0236,Cyber Warriors,PlayStation,2018,Action,Valve,4.98,87,8.6,13,49.99,E,No,Medium (1-5M),0.1,2010
G0237,Storm Horizon 1,PlayStation,2015,Adventure,Ubisoft,8.23,60,6.5,23,19.99,T,No,High (5-15M),-0.5,2010
G0238,Iron Souls,PC,2018,RPG,Nintendo,1.82,87,7.4,77,49.99,E,No,Medium (1-5M),1.3,2010
G0239,Mega Rivals,PlayStation,2020,RPG,Electronic Arts,6.49,61,6.4,17,9.99,E10+,Yes,High (5-15M),-0.3,2020
G0240,Epic Worlds,PC,2021,Action,Activision,0.33,71,8.7,42,9.99,T,No,Low (<1M),-1.6,2020
G0241,Super Chronicles,Xbox,2015,Sports,Take-Two,7.29,82,8.3,24,14.99,E,No,High (5-15M),-0.1,2010
G0242,Final Arena,PC,2017,Simulation,Take-Two,4.09,92,7.9,8,9.99,E10+,No,Medium (1-5M),1.3,2010
G0243,Neon Strike,Nintendo Switch,2020,Puzzle,Epic Games,5.74,87,7.7,15,14.99,M,No,High (5-15M),1.0,2020
G0244,Neon Quest,Xbox,2024,Fighting,Valve,1.78,73,7.4,25,9.99,E10+,Yes,Medium (1-5M),-0.1,2020
G0245,Battle Arena 3,PC,2021,Adventure,Capcom,6.47,90,9.0,18,49.99,E10+,No,High (5-15M),0.0,2020
G0246,Shadow Rivals,PlayStation,2015,Adventure,Microsoft,3.11,51,5.1,37,9.99,E,Yes,Medium (1-5M),0.0,2010
G0247,Iron Arena,PlayStation,2017,Shooter,Electronic Arts,5.62,81,7.8,7,49.99,E,Yes,High (5-15M),0.3,2010
G0248,Epic Force,PlayStation,2021,Simulation,Bandai Namco,45.0,55,5.2,53,59.99,T,Yes,Blockbuster (15M+),0.3,2020
G0249,Shadow Fury,PlayStation,2023,Puzzle,Valve,0.82,79,9.2,9,9.99,T,No,Low (<1M),-1.3,2020
G0250,Legend Empire,Nintendo Switch,2022,Adventure,Bandai Namco,6.1,74,6.6,34,39.99,T,Yes,High (5-15M),0.8,2020
G0251,Final Horizon 3,Xbox,2022,Shooter,Nintendo,25.4,78,7.2,24,9.99,E10+,No,Blockbuster (15M+),0.6,2020
G0252,Space Age,Xbox,2019,Adventure,Sega,8.76,68,6.1,29,29.99,E,No,High (5-15M),0.7,2010
G0253,Pixel Horizon 2,PC,2020,Racing,Microsoft,9.52,71,6.3,61,29.99,M,No,High (5-15M),0.8,2020
G0254,Neon Odyssey,Xbox,2025,Puzzle,Electronic Arts,1.8,83,6.4,45,49.99,E10+,Yes,Medium (1-5M),1.9,2020
G0255,Lost Chronicles 1,PC,2021,Fighting,Epic Games,2.68,82,8.0,36,29.99,T,No,Medium (1-5M),0.2,2020
G0256,Battle Quest 1,PC,2023,Strategy,Take-Two,3.41,85,8.1,70,39.99,E10+,No,Medium (1-5M),0.4,2020
G0257,Lost Fury,PlayStation,2018,Adventure,Valve,0.91,90,9.2,18,39.99,E,No,Low (<1M),-0.2,2010
G0258,Pixel Souls,Xbox,2024,Action,Square Enix,15.9,68,4.2,58,9.99,E10+,No,Blockbuster (15M+),2.6,2020
G0259,Space Force,PlayStation,2020,RPG,Capcom,3.04,75,8.3,13,19.99,E10+,Yes,Medium (1-5M),-0.8,2020
G0260,Rising Quest,Nintendo Switch,2017,Sports,Nintendo,12.67,83,7.8,54,29.99,E10+,No,High (5-15M),0.5,2010
G0261,Mega Chronicles,PC,2025,Simulation,Epic Games,9.12,64,5.2,27,29.99,E10+,No,High (5-15M),1.2,2020
G0262,Dark Legacy 1,PC,2025,Action,Capcom,12.81,57,3.6,19,59.99,T,Yes,High (5-15M),2.1,2020
G0263,Neon Rivals 1,Nintendo Switch,2020,Shooter,Activision,9.67,71,7.2,45,49.99,T,No,High (5-15M),-0.1,2020
G0264,Eternal Legacy,Xbox,2025,Racing,Capcom,9.61,66,5.9,11,29.99,M,No,High (5-15M),0.7,2020
G0265,Space Dawn,Xbox,2024,Racing,Take-Two,0.48,79,8.6,2,29.99,M,Yes,Low (<1M),-0.7,2020
G0266,Epic Raid,PC,2025,Strategy,Sega,13.71,78,7.6,13,39.99,T,No,High (5-15M),0.2,2020
G0267,Rising Raid,PlayStation,2016,Shooter,Epic Games,1.72,73,7.1,28,49.99,T,Yes,Medium (1-5M),0.2,2010
G0268,Ultra Tactics,PlayStation,2019,Simulation,Take-Two,6.63,71,5.7,39,14.99,E,Yes,High (5-15M),1.4,2010
G0269,Mega Fury 3,PC,2023,RPG,Electronic Arts,4.83,82,8.1,47,19.99,E10+,Yes,Medium (1-5M),0.1,2020
G0270,Space Warriors,Xbox,2022,RPG,Ubisoft,2.85,58,5.1,31,49.99,M,No,Medium (1-5M),0.7,2020
G0271,Ultra Force,PlayStation,2021,Puzzle,Capcom,1.11,74,8.3,15,49.99,E10+,Yes,Medium (1-5M),-0.9,2020
G0272,Iron Quest 2,PC,2021,RPG,Ubisoft,0.8,72,7.7,9,69.99,T,Yes,Low (<1M),-0.5,2020
G0273,Mega Odyssey,Mobile,2022,Action,Capcom,6.17,64,7.3,58,19.99,E,No,High (5-15M),-0.9,2020
G0274,Iron Quest 1,Xbox,2012,Adventure,Microsoft,0.97,62,6.7,29,59.99,E,Yes,Low (<1M),-0.5,2010
G0275,Epic Dawn 1,Xbox,2016,Puzzle,Epic Games,6.41,89,8.2,22,39.99,E10+,No,High (5-15M),0.7,2010
G0276,Dark Quest 2,Mobile,2021,Shooter,Nintendo,11.43,91,8.1,39,49.99,T,No,High (5-15M),1.0,2020
G0277,Mega Odyssey 2,Nintendo Switch,2016,RPG,Capcom,0.74,68,7.8,17,9.99,T,No,Low (<1M),-1.0,2010
G0278,Shadow Legacy,PC,2015,Shooter,Bandai Namco,7.05,80,7.1,13,19.99,E,No,High (5-15M),0.9,2010
G0279,Rising Tactics,Xbox,2022,Strategy,Ubisoft,0.75,60,5.5,45,39.99,E10+,No,Low (<1M),0.5,2020
G0280,Ancient Empire,PlayStation,2018,RPG,Square Enix,3.5,91,9.3,16,29.99,M,No,Medium (1-5M),-0.2,2010
G0281,Battle Raid,PC,2022,Simulation,Sony Interactive,12.61,71,7.6,33,39.99,T,Yes,High (5-15M),-0.5,2020
G0282,Dragon Legacy 2,PlayStation,2017,Strategy,Epic Games,1.0,79,6.3,76,39.99,E,Yes,Low (<1M),1.6,2010
G0283,Iron Dawn,Xbox,2017,RPG,Ubisoft,9.71,72,6.9,12,49.99,M,No,High (5-15M),0.3,2010
G0284,Battle Age 3,Nintendo Switch,2014,Racing,Activision,2.96,83,6.7,31,49.99,E,No,Medium (1-5M),1.6,2010
G0285,Iron Raid 3,PC,2018,Simulation,Sony Interactive,1.04,57,6.0,24,59.99,E,Yes,Medium (1-5M),-0.3,2010
G0286,Mega Raid,PlayStation,2017,Shooter,Capcom,8.54,84,8.2,27,49.99,E10+,No,High (5-15M),0.2,2010
G0287,Lost Souls,Xbox,2024,Adventure,Nintendo,2.41,70,7.5,46,39.99,E,Yes,Medium (1-5M),-0.5,2020
G0288,Dark Odyssey,PC,2021,Action,Activision,2.5,58,5.3,19,39.99,T,Yes,Medium (1-5M),0.5,2020
G0289,Rising Chronicles 1,PlayStation,2014,Action,Microsoft,16.59,98,8.2,6,39.99,T,No,Blockbuster (15M+),1.6,2010
G0290,Legend Raid 3,PlayStation,2014,Adventure,Bandai Namco,5.95,85,7.4,26,39.99,E,Yes,High (5-15M),1.1,2010
G0291,Space Legacy,Xbox,2018,Action,Bandai Namco,11.1,71,6.8,8,29.99,E,No,High (5-15M),0.3,2010
G0292,Storm Dawn,PlayStation,2024,Action,Sony Interactive,13.79,62,6.2,36,49.99,M,No,High (5-15M),0.0,2020
G0293,Dark Raid,PC,2023,Simulation,Activision,5.63,52,6.0,25,29.99,T,Yes,High (5-15M),-0.8,2020
G0294,Final Warriors,Xbox,2013,RPG,Activision,1.61,65,6.2,16,19.99,T,No,Medium (1-5M),0.3,2010
G0295,Iron Empire,Mobile,2013,Shooter,Ubisoft,5.96,74,7.0,16,9.99,T,No,High (5-15M),0.4,2010
G0296,Storm Age 3,PlayStation,2023,Racing,Nintendo,4.13,69,6.5,38,59.99,M,Yes,Medium (1-5M),0.4,2020
G0297,Rising Worlds,PC,2019,Shooter,Capcom,0.76,95,9.8,168,29.99,T,No,Low (<1M),-0.3,2010
G0298,Pixel Worlds,PC,2023,Action,Bandai Namco,30.98,60,4.8,7,14.99,E10+,No,Blockbuster (15M+),1.2,2020
G0299,Eternal Dawn 3,Nintendo Switch,2021,Sports,Sony Interactive,21.93,77,6.8,7,49.99,E10+,No,Blockbuster (15M+),0.9,2020
G0300,Pixel Quest 3,Xbox,2013,Adventure,Valve,9.36,84,9.8,66,14.99,E10+,No,High (5-15M),-1.4,2010
G0301,Super Legacy,PlayStation,2025,Puzzle,Microsoft,45.0,80,7.0,41,39.99,M,No,Blockbuster (15M+),1.0,2020
G0302,Battle Chronicles 3,Xbox,2018,Adventure,Microsoft,2.8,89,9.2,43,14.99,E10+,No,Medium (1-5M),-0.3,2010
G0303,Cyber Chronicles,PlayStation,2014,Adventure,Sony Interactive,12.2,78,7.2,66,19.99,T,No,High (5-15M),0.6,2010
G0304,Ultra Souls,Xbox,2013,Sports,Ubisoft,7.53,81,9.8,10,29.99,E10+,No,High (5-15M),-1.7,2010
G0305,Dragon Horizon,Nintendo Switch,2017,Fighting,Epic Games,1.07,87,8.4,11,9.99,M,Yes,Medium (1-5M),0.3,2010
G0306,Epic Horizon,PlayStation,2015,RPG,Bandai Namco,23.72,83,7.3,32,39.99,T,No,Blockbuster (15M+),1.0,2010
G0307,Final Arena 3,PlayStation,2023,RPG,Sony Interactive,3.53,98,9.3,3,59.99,T,No,Medium (1-5M),0.5,2020
G0308,Neon Rivals,Mobile,2024,Sports,Ubisoft,10.72,69,6.2,27,49.99,M,Yes,High (5-15M),0.7,2020
G0309,Neon Warriors 3,Xbox,2018,Shooter,Nintendo,0.99,69,6.7,16,39.99,M,Yes,Low (<1M),0.2,2010
G0310,Cyber Rivals,PC,2022,Racing,Epic Games,0.47,49,5.1,29,49.99,M,No,Low (<1M),-0.2,2020
G0311,Mega Age,Nintendo Switch,2013,Shooter,Nintendo,5.21,70,6.9,13,49.99,E,Yes,High (5-15M),0.1,2010
G0312,Space Chronicles,Xbox,2018,Fighting,Epic Games,5.32,69,6.5,28,49.99,E10+,No,High (5-15M),0.4,2010
G0313,Shadow Raid 1,PC,2021,Puzzle,Electronic Arts,5.77,74,8.1,22,9.99,E10+,Yes,High (5-15M),-0.7,2020
G0314,Final Empire 1,Nintendo Switch,2021,Puzzle,Bandai Namco,3.04,65,6.1,8,19.99,E,Yes,Medium (1-5M),0.4,2020
G0315,Dark Worlds,Mobile,2025,Action,Capcom,4.64,79,8.3,15,29.99,E10+,Yes,Medium (1-5M),-0.4,2020
G0316,Battle Age 2,PC,2012,Action,Nintendo,2.87,76,7.8,16,14.99,E10+,No,Medium (1-5M),-0.2,2010
G0317,Dragon Worlds,PC,2013,Action,Take-Two,12.11,92,8.8,10,49.99,E10+,Yes,High (5-15M),0.4,2010
G0318,Dark Age,PC,2018,Action,Electronic Arts,6.7,73,8.2,14,19.99,E10+,Yes,High (5-15M),-0.9,2010
G0319,Epic Worlds 2,PlayStation,2023,RPG,Square Enix,1.89,81,9.0,31,59.99,E,No,Medium (1-5M),-0.9,2020
G0320,Ultra Horizon,Xbox,2023,Sports,Valve,12.67,89,8.8,20,14.99,T,Yes,High (5-15M),0.1,2020
G0321,Storm Tactics,Mobile,2024,Sports,Electronic Arts,4.0,90,8.8,82,59.99,E10+,No,Medium (1-5M),0.2,2020
G0322,Dragon Legacy,Xbox,2022,Fighting,Microsoft,4.93,71,4.7,20,59.99,T,No,Medium (1-5M),2.4,2020
G0323,Legend Age,PlayStation,2017,Shooter,Activision,21.06,63,4.5,44,69.99,E,Yes,Blockbuster (15M+),1.8,2010
G0324,Rising Age 1,PlayStation,2017,Shooter,Nintendo,9.72,88,8.0,33,39.99,E10+,Yes,High (5-15M),0.8,2010
G0325,Super Warriors 2,Mobile,2024,Sports,Take-Two,1.36,65,6.4,21,39.99,T,No,Medium (1-5M),0.1,2020
G0326,Super Fury,PlayStation,2013,Action,Electronic Arts,8.01,76,8.5,13,39.99,T,No,High (5-15M),-0.9,2010
G0327,Dragon Warriors,Xbox,2014,Action,Nintendo,2.85,98,9.2,30,39.99,E10+,No,Medium (1-5M),0.6,2010
G0328,Eternal Souls 3,Mobile,2023,Fighting,Activision,1.62,82,7.6,5,49.99,M,Yes,Medium (1-5M),0.6,2020
G0329,Iron Legacy,Xbox,2022,Fighting,Square Enix,31.29,84,8.3,9,59.99,M,No,Blockbuster (15M+),0.1,2020
G0330,Storm Legacy,PC,2024,RPG,Activision,29.51,75,6.6,10,9.99,M,No,Blockbuster (15M+),0.9,2020
G0331,Neon Souls 3,PC,2012,Fighting,Microsoft,1.01,87,8.7,35,19.99,E10+,No,Medium (1-5M),0.0,2010
G0332,Ancient Chronicles,Xbox,2020,Action,Nintendo,1.5,58,5.4,14,19.99,E10+,No,Medium (1-5M),0.4,2020
G0333,Space Empire 1,PC,2013,Fighting,Nintendo,2.16,68,7.1,12,19.99,E10+,Yes,Medium (1-5M),-0.3,2010
G0334,Dragon Rivals 1,PC,2019,Fighting,Microsoft,13.76,83,8.4,71,59.99,M,No,High (5-15M),-0.1,2010
G0335,Epic Chronicles 1,PC,2023,Action,Capcom,1.92,94,9.8,20,59.99,M,Yes,Medium (1-5M),-0.4,2020
G0336,Ancient Warriors,PC,2020,Racing,Ubisoft,2.35,61,6.8,20,14.99,T,No,Medium (1-5M),-0.7,2020
G0337,Epic Horizon 3,PlayStation,2021,RPG,Nintendo,14.56,90,7.3,64,29.99,E,Yes,High (5-15M),1.7,2020
G0338,Iron Horizon,Xbox,2016,Action,Valve,4.65,86,7.7,78,39.99,M,Yes,Medium (1-5M),0.9,2010
G0339,Shadow Raid,Nintendo Switch,2021,Adventure,Bandai Namco,3.03,66,6.4,13,19.99,M,No,Medium (1-5M),0.2,2020
G0340,Lost Worlds,Xbox,2022,Racing,Valve,6.16,70,7.2,42,39.99,E10+,Yes,High (5-15M),-0.2,2020
G0341,Ultra Fury,PC,2021,Strategy,Sony Interactive,2.23,68,5.3,26,69.99,T,Yes,Medium (1-5M),1.5,2020
G0342,Eternal Force,Nintendo Switch,2012,Racing,Microsoft,0.31,70,7.6,17,29.99,E10+,Yes,Low (<1M),-0.6,2010
G0343,Ancient Force 1,PlayStation,2017,Sports,Activision,2.25,58,5.9,33,29.99,T,Yes,Medium (1-5M),-0.1,2010
G0344,Pixel Tactics,PC,2017,Fighting,Sega,5.29,97,9.4,17,29.99,E,No,High (5-15M),0.3,2010
G0345,Epic Raid 1,PlayStation,2025,Puzzle,Bandai Namco,2.16,64,7.3,25,9.99,T,No,Medium (1-5M),-0.9,2020
G0346,Legend Fury 2,Xbox,2021,Adventure,Valve,6.1,88,7.4,14,14.99,E10+,Yes,High (5-15M),1.4,2020
G0347,Epic Warriors 2,Xbox,2025,Racing,Nintendo,2.31,74,7.2,8,49.99,E,Yes,Medium (1-5M),0.2,2020
G0348,Cyber Chronicles 1,PC,2018,Puzzle,Bandai Namco,0.31,66,5.4,12,14.99,E10+,Yes,Low (<1M),1.2,2010
G0349,Epic Dawn,PlayStation,2013,Strategy,Epic Games,5.79,83,7.7,20,49.99,T,Yes,High (5-15M),0.6,2010
G0350,Iron Age,PlayStation,2020,Adventure,Sony Interactive,4.07,76,7.4,49,49.99,T,No,Medium (1-5M),0.2,2020
G0351,Iron Tactics 2,PC,2014,RPG,Sony Interactive,6.4,77,6.5,21,29.99,T,No,High (5-15M),1.2,2010
G0352,Iron Dawn 3,Mobile,2023,Strategy,Take-Two,0.29,57,4.6,15,9.99,M,Yes,Low (<1M),1.1,2020
G0353,Storm Worlds,Mobile,2020,Sports,Valve,4.69,61,6.9,20,49.99,T,Yes,Medium (1-5M),-0.8,2020
G0354,Neon Raid 2,PC,2014,Simulation,Nintendo,1.93,71,7.3,17,59.99,E10+,Yes,Medium (1-5M),-0.2,2010
G0355,Ancient Dawn 2,PC,2020,Adventure,Sega,3.53,73,7.3,39,59.99,M,Yes,Medium (1-5M),0.0,2020
G0356,Shadow Souls,Xbox,2023,Adventure,Bandai Namco,3.34,74,7.1,14,39.99,M,Yes,Medium (1-5M),0.3,2020
G0357,Legend Fury 3,PC,2023,Sports,Valve,1.17,70,6.1,11,19.99,E,Yes,Medium (1-5M),0.9,2020
G0358,Dark Odyssey 2,PC,2023,Adventure,Sony Interactive,0.17,69,5.8,7,39.99,E,No,Low (<1M),1.1,2020
G0359,Rising Horizon,Nintendo Switch,2015,Simulation,Bandai Namco,2.0,65,5.3,7,49.99,E,Yes,Medium (1-5M),1.2,2010
G0360,Legend Tactics 1,Xbox,2024,RPG,Epic Games,1.17,83,7.2,14,29.99,E10+,No,Medium (1-5M),1.1,2020
G0361,Dragon Empire,Xbox,2015,Simulation,Ubisoft,0.99,70,6.1,62,49.99,E10+,Yes,Low (<1M),0.9,2010
G0362,Eternal Rivals 3,PC,2018,Puzzle,Nintendo,9.75,95,8.9,40,39.99,T,Yes,High (5-15M),0.6,2010
G0363,Ultra Empire,PlayStation,2012,Sports,Take-Two,5.09,79,7.8,60,49.99,E,No,High (5-15M),0.1,2010
G0364,Shadow Odyssey 2,Nintendo Switch,2023,Action,Electronic Arts,18.12,81,8.2,61,39.99,E,Yes,Blockbuster (15M+),-0.1,2020
G0365,Final Souls,Mobile,2014,Action,Valve,1.43,69,6.6,18,59.99,E10+,No,Medium (1-5M),0.3,2010
G0366,Super Dawn 1,PC,2017,Racing,Bandai Namco,11.89,77,7.2,5,59.99,E10+,No,High (5-15M),0.5,2010
G0367,Space Tactics 2,PC,2013,Action,Nintendo,25.53,72,7.9,46,39.99,T,No,Blockbuster (15M+),-0.7,2010
G0368,Iron Raid 1,Nintendo Switch,2016,RPG,Valve,9.5,48,4.8,30,14.99,M,No,High (5-15M),0.0,2010
G0369,Legend Souls,Nintendo Switch,2024,Racing,Nintendo,0.66,84,8.4,53,39.99,E10+,No,Low (<1M),0.0,2020
G0370,Super Quest 3,Mobile,2016,Action,Square Enix,3.61,61,5.9,21,59.99,M,Yes,Medium (1-5M),0.2,2010
G0371,Lost Warriors 1,Nintendo Switch,2012,Action,Capcom,3.94,40,4.2,19,49.99,E10+,Yes,Medium (1-5M),-0.2,2010
G0372,Legend Legacy,PC,2014,Fighting,Electronic Arts,1.03,76,7.4,46,49.99,E10+,No,Medium (1-5M),0.2,2010
G0373,Mega Force 1,PC,2019,Puzzle,Take-Two,1.05,73,6.9,30,14.99,E,No,Medium (1-5M),0.4,2010
G0374,Rising Age,PlayStation,2016,Sports,Electronic Arts,26.24,62,5.0,54,14.99,T,Yes,Blockbuster (15M+),1.2,2010
G0375,Eternal Force 2,Xbox,2024,Shooter,Nintendo,8.91,78,8.9,24,39.99,E,Yes,High (5-15M),-1.1,2020
G0376,Legend Tactics 3,PlayStation,2016,RPG,Bandai Namco,3.63,78,7.5,12,39.99,T,Yes,Medium (1-5M),0.3,2010
G0377,Dragon Fury,PC,2023,Action,Take-Two,11.25,58,7.1,24,19.99,E10+,No,High (5-15M),-1.3,2020
G0378,Eternal Dawn 2,Nintendo Switch,2022,Fighting,Nintendo,1.58,90,8.3,111,19.99,T,No,Medium (1-5M),0.7,2020
G0379,Super Horizon,Mobile,2025,RPG,Sony Interactive,3.29,72,7.5,49,29.99,T,Yes,Medium (1-5M),-0.3,2020
G0380,Ancient Worlds 1,PlayStation,2022,Strategy,Valve,6.07,62,5.8,31,9.99,E10+,No,High (5-15M),0.4,2020
G0381,Cyber Fury,Xbox,2012,Adventure,Activision,0.34,65,5.5,20,59.99,E10+,Yes,Low (<1M),1.0,2010
G0382,Final Chronicles 2,PlayStation,2015,Racing,Sega,5.02,80,9.7,16,39.99,E10+,Yes,High (5-15M),-1.7,2010
G0383,Legend Tactics,PlayStation,2013,Action,Nintendo,2.14,82,8.0,15,39.99,M,No,Medium (1-5M),0.2,2010
G0384,Ancient Fury 3,Nintendo Switch,2013,RPG,Nintendo,4.95,64,5.9,43,19.99,E,Yes,Medium (1-5M),0.5,2010
G0385,Storm Horizon,Xbox,2012,Sports,Take-Two,12.46,77,7.4,13,49.99,M,No,High (5-15M),0.3,2010
G0386,Shadow Force,Mobile,2012,Adventure,Sega,18.1,55,5.1,65,29.99,M,Yes,Blockbuster (15M+),0.4,2010
G0387,Neon Horizon 3,PC,2023,Fighting,Microsoft,0.77,87,8.7,8,29.99,T,Yes,Low (<1M),0.0,2020
G0388,Mega Fury,PC,2018,Action,Epic Games,28.16,70,6.5,9,19.99,E10+,No,Blockbuster (15M+),0.5,2010
G0389,Eternal Arena 2,PC,2017,Action,Sega,7.93,90,9.1,22,39.99,T,Yes,High (5-15M),-0.1,2010
G0390,Super Legacy 3,Xbox,2024,Shooter,Microsoft,5.83,66,6.4,74,19.99,T,Yes,High (5-15M),0.2,2020
G0391,Neon Rivals 3,PC,2014,Sports,Sega,2.16,58,5.4,16,39.99,T,Yes,Medium (1-5M),0.4,2010
G0392,Battle Empire,PC,2015,Simulation,Activision,23.58,96,9.4,50,69.99,E,Yes,Blockbuster (15M+),0.2,2010
G0393,Rising Tactics 3,PC,2019,Action,Electronic Arts,3.02,75,6.8,21,14.99,E,Yes,Medium (1-5M),0.7,2010
G0394,Epic Odyssey,PC,2020,Sports,Take-Two,12.31,48,5.4,64,29.99,T,Yes,High (5-15M),-0.6,2020
G0395,Dark Odyssey 1,PlayStation,2025,Action,Capcom,33.4,81,7.1,8,19.99,E,Yes,Blockbuster (15M+),1.0,2020
G0396,Dragon Odyssey 1,Xbox,2018,Strategy,Bandai Namco,8.14,73,6.9,19,29.99,M,No,High (5-15M),0.4,2010
G0397,Neon Rivals 2,Nintendo Switch,2017,Adventure,Bandai Namco,1.91,57,5.7,23,19.99,M,Yes,Medium (1-5M),0.0,2010
G0398,Ancient Tactics,PlayStation,2022,Strategy,Electronic Arts,7.7,79,7.0,33,29.99,T,Yes,High (5-15M),0.9,2020
G0399,Ultra Fury 2,Mobile,2023,Sports,Activision,1.27,70,7.8,10,39.99,E10+,Yes,Medium (1-5M),-0.8,2020
G0400,Rising Rivals 1,Xbox,2012,Shooter,Sony Interactive,45.0,57,4.3,31,49.99,E,Yes,Blockbuster (15M+),1.4,2010
G0401,Dark Raid 2,PlayStation,2017,Strategy,Epic Games,8.16,95,9.7,43,39.99,T,Yes,High (5-15M),-0.2,2010
G0402,Space Souls,PlayStation,2012,Adventure,Valve,0.54,75,7.2,20,19.99,T,Yes,Low (<1M),0.3,2010
G0403,Battle Warriors,Mobile,2018,Shooter,Sony Interactive,1.62,73,7.7,108,29.99,T,No,Medium (1-5M),-0.4,2010
G0404,Eternal Arena,PC,2023,Adventure,Epic Games,0.64,83,8.9,34,39.99,E10+,Yes,Low (<1M),-0.6,2020
G0405,Iron Force 1,PC,2023,RPG,Square Enix,2.23,61,7.5,62,29.99,T,Yes,Medium (1-5M),-1.4,2020
G0406,Battle Age 1,PC,2025,Action,Capcom,2.54,62,6.9,18,9.99,T,No,Medium (1-5M),-0.7,2020
